song_title,lyrics,prompt
The Show Goes On,"[Intro: Lupe Fiasco]
LA-SER
Yeah, yeah
Kane is in the building, nigga
Yeah
",Write an intro in the style of Lupe Fiasco that pays homage to the greatness of Kane.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
","Write a chorus in the style of JR Get Money, encouraging listeners to keep pushing forward despite obstacles."
The Show Goes On,"[Verse 1: Lupe Fiasco]
Have you ever had the feelin' that you was bein' had?
Don't that shit there make you mad? 
They treat you like a slave
Put chains all on your soul and put whips up on your back
They be lyin' through they teeth, 
hope you slip up off your path
I don't switch up, I just laugh (Ha ha) put my kicks up on they desk
Unaffected by they threats, then get busy on they ass
See that's how that Chi-Town made me
That's how my daddy raised me
That glitterin' may not be gold
, 
don't let nobody play me
If you are my homeboy, you never have to pay me
Gon' and put your hands up, when times is hard, you stand up
L-U-P the man, 'cause the brand that the fans trust
So even if they ban us, they'll never slow my plans up",Write a verse in the style of Lupe Fiasco reflecting on the struggles of maintaining your identity and standing up against oppression.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
","Write a chorus in the style of JR Get Money, encouraging listeners to keep pushing forward despite any obstacles they face."
The Show Goes On,"[Verse 2: Lupe Fiasco]
One in the air for the people ain't here
Two in the air for the father that's there
Three in the air for the kids in the ghetto
Four for the kids that don't wanna be there
None for the niggas tryna hold them back
Five in the air for the teachers not scared
To tell those kids that's livin' in the ghetto
That the niggas holdin' back that the world is theirs
Yeah, yeah, the world is yours, I was once that little boy
Terrified of the world, now I'm on a world tour
I would give up everything, even start a world war
For these ghetto girls and boys I'm rappin' round the world for
Africa to New York, Haiti then I detour
Oakland out to Auckland, Gaza Strip to Detroit
Say hip-hop only destroy, tell 'em look at me, boy
I hope your son don't have a gun and never be a d-boy",Write a verse in the style of Lupe Fiasco highlighting the struggles and resilience of children growing up in the ghetto.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
","Write a catchy chorus in the style of JR Get Money, reflecting on perseverance and the realization that the show must go on despite challenges."
The Show Goes On,"[Verse 3: Lupe Fiasco]
So no matter what you been through, no matter what you into
No matter what you see when you look outside your window
Brown grass or green grass, picket fence or barbed wire
Never ever put them down, you just lift your arms higher
Raise 'em 'til your arms tired, let 'em know you here
That you strugglin', survivin', that you gon' persevere
Yeah, ain't nobody leavin', nobody goin' home
Even if they turn the lights out, the show is goin' on, alright
",Write a verse in the style of Lupe Fiasco celebrating resilience and perseverance in the face of adversity.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on",Write a hook in the style of JR Get Money celebrating perseverance and resilience in the face of adversity.
Superstar,"[Chorus: Matthew Santos & Lupe Fiasco]
If you are what you say you are (Yeah, yeah)
A superstar (Gon' say now)
Then have no fear, the camera's here (Uh)
And the microphones
And they wanna know, oh, oh, oh, oh (The return)
If you are what you say you are
A superstar (Uh-huh)
Then have no fear, the crowd is here (Yeah)
And the lights are on (Ha)
And they want a show, oh, oh, oh, oh, yeah (Free Chilly)
",Write a chorus in the style of Lupe Fiasco questioning the authenticity of a self-proclaimed superstar.
Superstar,"[Verse 1: Lupe Fiasco]
Yeah, uh, a fresh, cool, young Lu'
Tryna cash his microphone check, two-one-two
Wanna believe my own hype, but it's too untrue
The world brought me to my knees; ""What have you brung? You?
Did you improve on a design? Did you do something new?
Well, your name ain't on the guest list, who brung you?
You—the more famous person—you come through
And the sexy lady next to you, you come too!""
And then it hit me, standing outside of heaven
Waiting for God to come and get me: I'm too uncouth
Unschooled to the rules and too gumshoe
Too much of a newcomer and too uncool
Like Shadow and Lavelle, I battle with it well
Though I need a holiday like lady who sung blue
""Go back, whatever you did, you undo.""
Heavy as heaven, the devil on me, two tons too
Ha, ha, ha, ha-ha-ha",Write a verse in the style of Lupe Fiasco questioning the impact of fame and societal expectations on personal identity.
Superstar,"[Chorus: Matthew Santos]
If you are what you say you are
A superstar
Then have no fear, the camera's here
And the microphones
And they wanna know, oh, oh, oh, oh, yeah
",Write a chorus in the style of Matthew Santos exploring the pressures of fame and the desire for authenticity.
Superstar,"[Verse 2: Lupe Fiasco]
And you better wear your shades
The spotlights here can burn holes through the stage
Down through the basement, past the Indian graves
Where the dinosaurs laid and (Pew!)
Out through China, nearly misses airliners
Magnified times five, this was pointed at the rhymer
Ricochets off the moon and sets the forest ablaze (Woo!)
Now, that's important to say
'Cause even with all that, most of us don't want it to fade
We want it to braid
Meaning we want it to grow, meaning we want it to stay
Like the governor called, and he told him to wait
Unstrap him from the chair, and put him back in his cage
The audience ain't fazed
And they ain't gon' clap, and they ain't gon' praise (Uh)
They want everything back (Back) that they've paid
'Cause they've been waiting since ten to see the lights get dim
Ha, ha, ha, ha-ha-ha",Write a verse in the style of Lupe Fiasco exploring the consequences of fame and the desire for authenticity.
Superstar,"[Chorus: Matthew Santos]
If you are what you say you are
A superstar
Then have no fear, the crowd is here
And the lights are on
And they want a show, oh, oh, oh, oh, yeah
",Write a chorus in the style of Matthew Santos that challenges the listener to embrace their inner superstar and shine under the spotlight.
Superstar,"[Verse 3: Lupe Fiasco]
So, chauffeur, chauffeur, come and take me away
'Cause I've been standing in this line for, like, five whole days
Me and security ain't getting along, and when I got to the front
They told me all of the tickets were gone
So just take me home where the mood is mellow
And the roses are thrown, M&M's are yellow
And the light bulbs around my mirror don't flicker
Everybody gets a nice autograph picture
One for you and one for your sister
Who had to work tonight but is an avid listener
Every song's her favorite song; and mics don't feedback
All the reviewers say, ""You need to go and see that!""
And everybody claps, 'cause everybody is pleased
And then, they all take the stage and start performing for me
Like, ""Ha, ha, ha-ha-ha""
""Ha, ha, ha-ha-ha, ha""
",Write a verse in the style of Lupe Fiasco describing a frustrating experience trying to get into a concert.
Superstar,"[Chorus: Matthew Santos & Lupe Fiasco]
If you are what you say you are
A superstar
Then have no fear, the camera's here
And the microphones
And they wanna know, oh, oh, oh, oh
If you are what you say you are
A superstar (Superstar)
Then have no fear, the crowd is here
And the lights are on
And they want a show, oh, oh, oh, oh (Yeah)","Write a chorus in the style of Lupe Fiasco and Matthew Santos, challenging the listener to prove their greatness as a superstar."
Superstar,"[Outro: Matthew Santos]
If you are
What you say you are
Then have no fear","Write an outro in the style of Matthew Santos, urging listeners to embrace their true selves without fear."
SLR 2,"[Intro: Lupe Fiasco]
For real though, like for real though
Like for real
You know what I'm sayin', I don't even
It's like, niggas must forget who the fuck
Did what the fuck
When the fuck
When niggas was still, not the fuck
Or whatever
Fine then, I say
",Write an intro in the style of Lupe Fiasco reflecting on the impact of forgetting the struggles and accomplishments of the past.
SLR 2,"[Verse: Lupe Fiasco]
Dear Lord, have mercy on my banana clips
Give 'em half, call it that banana splits
But my halves is really like a banana 6
Do these bananas have any idea who they on the planet with?
Apes, yeah you bananas to the grapes
That mean your bitch got a banana in her face
And wine on her chin, get these heathens off of my trunk
And all of these swine up off my rims
Tryin' to take the shine up off of my Benz
SLR, nigga please
Niggas 'bout to go to work so these bitches gon' have to leave
Gon' roll around with that B-Y, nigga just roll up my sleeve
Got body plans, so I karate stance so I could open up my chi
Lu the boy, too Bruce Leroy to destroy
Doo doo beat like two T-boys with one freak one me
But I can DP like it's three more
Three rewards for me or me or me or me or me or me
Team me is like meat eating animals meeting a meteor
Dinosaurs,
 
I'm fine with all kinds of wars
Knives and swords, lions, tigers bitin' boars
Lightening striking Viking hordes
Fighting heightened, violence soars
",Write a verse in the style of Lupe Fiasco showcasing your lyrical dexterity and complex wordplay.
SLR 2,"[German-sounding nonsense: Lupe Fiasco]
That was Adolf, reacting to my new shit
Translation: how come he can't be as evil as Lu get?
Well that's cause you ain't Lu, bitch
Took two sips of the holy grail
Then I backed up and I turned around
And I bent over and pittoo'd shit
I love Jay, that's my nigga
I feel sicker than a cruise ship
I ain't competition, I don't move shit
The only opposition is this new shit
These new niggas rappin' like they 2
They be actin' like they you, man that's-- wheeeeeew shit
What happened to the game?
Niggas think they Jappin' 
cause they rappin' like they Wayne
Rappin' like they Chainz
I ain't matchin' them in platinum
But I'm rappin' like I'm flames
Like smackin' them in the back of him and my antonyms is on 'cain
And my heroin is on metaphors and my metaphors is on brains
My left foot is in LA but my right foot is in Spain
Now we all heard what he said, but what he said means we dead
And that shit is insane
He's so crazy, look at the little baby
Nigga you ain't Nas, nigga you ain't Jay-Z
You will respect me, you will reject me
But I've done so much, no matter how far you go, you will reflect me
SLR, nigga please
These niggas 'bout to go to work so these bitches gon' have to leave
And when the bitch gone, knee shots disabled
DVD of Dick Jones in your TV and a grenade all on your table
.
And my punch bowl's like an ocean
And I lay it on by the ladle
But it's so strong, when I pull it out, I'm only hangin' on to a handle
Satan on my ankles while I'm hangin' on to an angel
Ain't hatin' on that you hatin' wrong, cause you can't hang on to my angles
It's hard being a Lupe fan, go to Harvard to be a Lupe stan
I ain't sayin' that I'm harder, it's just harder when it's in Lupe's hands
Welcome nigga, Lupe Land, SLR
Here we go, FL bars
Hold up, go back to the hard part
Would say pause, but I was talkin' 'bout my own balls
Nigga",Write a verse in the style of Lupe Fiasco exploring the theme of self-reflection and challenging the status quo.
Lamborghini Angels,"[Intro: Lupe Fiasco]
It's a mad world out here, I tell you
The world's gone stark, raving mad
Everyone in the world is mad
It's a mad crazy world
",Write an intro in the style of Lupe Fiasco discussing the chaotic state of the world and the madness that surrounds us.
Lamborghini Angels,"[Hook: Lupe Fiasco]
I see diamond-flooded demons
Lamborghini angels
Lamborghini angels
Lamborghini angels
Halos down with the doors flapping when they came through
Halos down with the doors flapping when they came through
","Write a hook in the style of Lupe Fiasco, using imagery of diamond-flooded demons and Lamborghini angels."
