song_title,lyrics,prompt
Around My Way (Freedom Ain’t Free),"[Intro: Lupe Fiasco]
Yeah
Great American Rap, resurrect...
Rest in peace, Young F
'Porting live from the set
Uh
'Porting live from the set, yeah!
",Write an intro in the style of Lupe Fiasco paying tribute to a fallen rapper.
Around My Way (Freedom Ain’t Free),"[Verse 1: Lupe Fiasco]
First off, say ""Peace"" to Pine Ridge
Shame at all the damage that the white man wine did
Ghost Dance, Trail of Tears, five million beers a year
And all that other crime did
More peace to the teachers of blind kids
To rebels in small cells keeping their mind big
Say everything's hostile
, 
suicide bombers
And prosperity gospels,
 
emaciated models
With cocaine and blood pouring out their nostrils
They got to, just to stay awake
On the catwalk of life where everybody watch you
Straight hair, high heels, and a handbag
Crucifixes, racism, and a land grab
Katrina, FEMA trailers, human body sandbags
A peace sign and a pants sag
A money toss cause a nine-stripper mad dash
A friend request, follow, and a hashtag
Now everybody want it like the last laugh
A Michael Jackson jacket or a Daft mask
Purple Jordans or the mixed girl in your math class
Stable is when the Ba'ath had Baghdad
But corporate jets really had to have that gas bad
War and they hope they all fall from the ratatat
'Cause that's just more dinosaur for their Cadillac","Write a verse in the style of Lupe Fiasco addressing the societal issues of colonialism, consumerism, and cultural appropriation."
Around My Way (Freedom Ain’t Free),"[Chorus: Lupe Fiasco]
Live from the other side, what you see?
A bunch of nonsense on my TV
Heaven on Earth is what I need
But I feel I'm in Hell every time I breathe
'Porting live from the other side, what you hear?
A bunch of nonsense all in my ear
Rich man, poor man, we all gotta pay
'Cause freedom ain't free, 'specially round my way
",Write a chorus in the style of Lupe Fiasco discussing the struggles of finding peace in a chaotic world.
Around My Way (Freedom Ain’t Free),"[Verse 2: Lupe Fiasco]
And we marvel at the state of Ottoman
Then turn around and treat Ghana like a garbage can
America's a big motherfuckin' garbageman
If you ain't know, you're part and parcel of the problem
You say no you ain't, and I say yes you is
Soon as you find out what planned obsolescence is
You say no they didn't, and I say yes they did
The definition of unnecessary-ness
Manifested
Say that we should protest just to get arrested
That goes against all my hustling ethics
A bunch of jail niggas say it's highly ineffective
Depart from Martin, connect on Malcolm X tip
Insert Baldwin to similar the separate
To me, the truth is more fulfilling than a meth hit
Or finding really fast internet to have some sex with
It's all one song short of a set list
Couple croissants shy of a continental breakfast
Or blowing out your birthday candles just to make a death wish
So absurd, word to Chief Bone Necklace
Down at the Lakota Sioux Casino
A whole culture boiled down to giving you pokeno
I go as left as a heart in the chest
'Cause the Horn of Africa is now starving to death",Write a verse in the style of Lupe Fiasco that discusses the societal issues of planned obsolescence and the importance of seeking truth over instant gratification.
Around My Way (Freedom Ain’t Free),"[Chorus: Lupe Fiasco]
Live from the other side, what you see?
A bunch of nonsense on my TV
Heaven on Earth is what I need
But I feel I'm in Hell every time I breathe
'Porting live from the other side, what you hear?
A bunch of nonsense all in my ear
Rich man, poor man, we all gotta pay
'Cause freedom ain't free, 'specially round my way
",Write a chorus in the style of Lupe Fiasco addressing the struggles of seeking freedom and peace in a world filled with chaos and inequality.
Around My Way (Freedom Ain’t Free),"[Verse 3: Lupe Fiasco]
An all-white Los Angeles, the dream of Mr. Chandler
Hope and pray they take Columbus Day up off the calendar
South Central, an example of God's gifts
So shout to all the mothers raising babies in SPA 6
The projects of Oakland city,
 
Detroit ghost towns
Monopolies on poverty where D-boy coke bound
It’s parts of Manila like the video for ""Thriller""
But the U.S. Embassy is reminiscent of a villa
If poverty is chocolate and privilege, vanilla
Then what’s the flavor of the Sunday preacher’s pedophilia?
Cash rules everything around these niggas
As classrooms everywhere around me wither
Hither you can be Mr. Burns or Mr. Smithers
The tyrant or the slave, but nowhere in the mid-ler
Of the extremes of America’s dream
Freud fighting Neo, Freddy Krueger refereeing, now…",Write a verse in the style of Lupe Fiasco addressing the inequalities and struggles faced in impoverished communities.
Around My Way (Freedom Ain’t Free),"[Chorus: Lupe Fiasco]
Live from the other side, what you see?
A bunch of nonsense on my TV
Heaven on Earth is what I need
But I feel I'm in Hell every time I breathe
'Porting live from the other side, what you hear?
A bunch of nonsense all in my ear
Rich man, poor man, we all gotta pay
'Cause freedom ain't free, 'specially round my way
",Write a chorus in the style of Lupe Fiasco reflecting on the struggles of finding peace in a tumultuous world.
Around My Way (Freedom Ain’t Free),"[Outro: Lupe Fiasco]
Great American rap resurrect...
Lupe on the check
Westside till I die!
",Reflect on the legacy of American rap through the perspective of Lupe Fiasco.
Words I Never Said,"[Chorus: Skylar Grey]
It's so loud inside my head
With words that I should have said
As I drown in my regrets
I can't take back the words I never said
I can't take back the words I never said
","Write a chorus in the style of Skylar Grey, expressing inner turmoil and regret over unspoken words."
Words I Never Said,"[Verse 1: Lupe Fiasco]
I really think the War on Terror is a bunch of bullshit
Just a poor excuse for you to use up all your bullets
How much money does it take to really make a full clip?
9/11, building 7, did they really pull it?
Uh, and a bunch of other coverups
Your child's future was the first to go with budget cuts
If you think that hurts, then wait, here comes the uppercut
The school was garbage in the first place, that's on the up and up
Keep you at the bottom but tease you with the upper crust
You get it, then they move it, so you never keeping up enough
If you turn on TV, all you see's a bunch of what-the-fucks
Dude is dating so and so, blabbering 'bout such and such
And that ain't Jersey Shore, homie, that's the news
And these the same people supposedly telling us the truth
Limbaugh is a racist, Glenn Beck is a racist
Gaza Strip was getting bombed, Obama didn't say shit
That's why I ain't vote for him, next one either
I'm a part of the problem, my problem is I'm peaceful
And I believe in the people, yeah",Write a verse in the style of Lupe Fiasco delving into societal issues and governmental corruption.
Words I Never Said,"[Chorus: Skylar Grey]
It's so loud inside my head
With words that I should have said
As I drown in my regrets
I can't take back the words I never said
",Write a chorus in the style of Skylar Grey reflecting on inner turmoil and regret.
Words I Never Said,"[Verse 2: Lupe Fiasco]
Now we can say it ain't our fault if we never heard it
But if we know better, then we probably deserve it
Jihad is not holy war, where's that in the worship?
Murdering is not Islam, and you are not observant
And you are not a Muslim
Israel don't take my side 'cause look how far you've pushed them
Walk with me into the ghetto, this where all the kush went
Complain about the liquor store, but what you drinking liquor for?
Complain about the gloom, but when'd you pick a broom up?
Just listening to Pac ain't gon' make it stop
A rebel in your thoughts ain't gon' make it halt
If you don't become a actor, you'll never be a factor
Pills with million side effects, take 'em when the pain's felt
Wash 'em down with diet soda, killing off your brain cells
Crooked banks around the world would gladly give a loan today
So if you ever miss a payment, they can take your home away
",Write a verse in the style of Lupe Fiasco addressing societal issues and the importance of education and awareness.
Words I Never Said,"[Chorus: Skylar Grey]
It's so loud inside my head
With words that I should have said
As I drown in my regrets
I can't take back the words I never said, never said
I can't take back the words I never said","Write a chorus in the style of Skylar Grey, expressing the inner turmoil of drowning in regrets and unspoken words."
Words I Never Said,"[Verse 3: Lupe Fiasco]
I think that all the silence is worse than all the violence
Fear is such a weak emotion, that's why I despise it
We scared of almost everything, afraid to even tell the truth
So scared of what you think of me, I'm scared of even telling you
Sometimes I'm like the only person I feel safe to tell it to
I'm locked inside a cell in me, I know that there's a jail in you
Consider this your bailing out, so take a breath, inhale a few
My screams is finally getting free, my thoughts is finally yelling through
","Write a verse in the style of Lupe Fiasco exploring the themes of fear, vulnerability, and self-expression."
Words I Never Said,"[Chorus: Skylar Grey]
It's so loud inside my head
With words that I should have said
As I drown in my regrets
I can't take back the words I never said","Write a chorus in the style of Skylar Grey, expressing inner turmoil and regret over unspoken words."
The Show Goes On,"[Intro: Lupe Fiasco]
LA-SER
Yeah, yeah
Kane is in the building, nigga
Yeah
",Write an intro in the style of Lupe Fiasco introducing a character named Kane who is a pivotal figure in the story.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
","Write a chorus in the style of JR Get Money, encouraging perseverance and resilience in the face of adversity."
The Show Goes On,"[Verse 1: Lupe Fiasco]
Have you ever had the feelin' that you was bein' had?
Don't that shit there make you mad? 
They treat you like a slave
Put chains all on your soul and put whips up on your back
They be lyin' through they teeth, 
hope you slip up off your path
I don't switch up, I just laugh (Ha ha) put my kicks up on they desk
Unaffected by they threats, then get busy on they ass
See that's how that Chi-Town made me
That's how my daddy raised me
That glitterin' may not be gold
, 
don't let nobody play me
If you are my homeboy, you never have to pay me
Gon' and put your hands up, when times is hard, you stand up
L-U-P the man, 'cause the brand that the fans trust
So even if they ban us, they'll never slow my plans up",Write a verse in the style of Lupe Fiasco exploring the theme of resilience in the face of oppression.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
","Write a chorus in the style of JR Get Money, encouraging listeners to keep pushing forward despite obstacles and setbacks."
The Show Goes On,"[Verse 2: Lupe Fiasco]
One in the air for the people ain't here
Two in the air for the father that's there
Three in the air for the kids in the ghetto
Four for the kids that don't wanna be there
None for the niggas tryna hold them back
Five in the air for the teachers not scared
To tell those kids that's livin' in the ghetto
That the niggas holdin' back that the world is theirs
Yeah, yeah, the world is yours, I was once that little boy
Terrified of the world, now I'm on a world tour
I would give up everything, even start a world war
For these ghetto girls and boys I'm rappin' round the world for
Africa to New York, Haiti then I detour
Oakland out to Auckland, Gaza Strip to Detroit
Say hip-hop only destroy, tell 'em look at me, boy
I hope your son don't have a gun and never be a d-boy",Write a verse in the style of Lupe Fiasco celebrating the resilience and potential of children living in challenging environments.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
","Write a hook in the style of JR Get Money, focusing on perseverance and pushing through obstacles to achieve success."
The Show Goes On,"[Verse 3: Lupe Fiasco]
So no matter what you been through, no matter what you into
No matter what you see when you look outside your window
Brown grass or green grass, picket fence or barbed wire
Never ever put them down, you just lift your arms higher
Raise 'em 'til your arms tired, let 'em know you here
That you strugglin', survivin', that you gon' persevere
Yeah, ain't nobody leavin', nobody goin' home
Even if they turn the lights out, the show is goin' on, alright
",Write a verse in the style of Lupe Fiasco encouraging perseverance and resilience in the face of adversity.
The Show Goes On,"[Chorus: JR Get Money]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on","Write a chorus in the style of JR Get Money that motivates listeners to keep pushing forward and never give up, despite any obstacles they may face."
Superstar,"[Chorus: Matthew Santos & Lupe Fiasco]
If you are what you say you are (Yeah, yeah)
A superstar (Gon' say now)
Then have no fear, the camera's here (Uh)
And the microphones
And they wanna know, oh, oh, oh, oh (The return)
If you are what you say you are
A superstar (Uh-huh)
Then have no fear, the crowd is here (Yeah)
And the lights are on (Ha)
And they want a show, oh, oh, oh, oh, yeah (Free Chilly)
","Write a chorus in the style of Lupe Fiasco and Matthew Santos, challenging individuals to embrace their inner superstar and put on a show for the world."
Superstar,"[Verse 1: Lupe Fiasco]
Yeah, uh, a fresh, cool, young Lu'
Tryna cash his microphone check, two-one-two
Wanna believe my own hype, but it's too untrue
The world brought me to my knees; ""What have you brung? You?
Did you improve on a design? Did you do something new?
Well, your name ain't on the guest list, who brung you?
You—the more famous person—you come through
And the sexy lady next to you, you come too!""
And then it hit me, standing outside of heaven
Waiting for God to come and get me: I'm too uncouth
Unschooled to the rules and too gumshoe
Too much of a newcomer and too uncool
Like Shadow and Lavelle, I battle with it well
Though I need a holiday like lady who sung blue
""Go back, whatever you did, you undo.""
Heavy as heaven, the devil on me, two tons too
Ha, ha, ha, ha-ha-ha",Write a verse in the style of Lupe Fiasco reflecting on feeling out of place and battling with inner demons.
Superstar,"[Chorus: Matthew Santos]
If you are what you say you are
A superstar
Then have no fear, the camera's here
And the microphones
And they wanna know, oh, oh, oh, oh, yeah
","Write a chorus in the style of Matthew Santos, challenging someone to prove they are truly a superstar."
Superstar,"[Verse 2: Lupe Fiasco]
And you better wear your shades
The spotlights here can burn holes through the stage
Down through the basement, past the Indian graves
Where the dinosaurs laid and (Pew!)
Out through China, nearly misses airliners
Magnified times five, this was pointed at the rhymer
Ricochets off the moon and sets the forest ablaze (Woo!)
Now, that's important to say
'Cause even with all that, most of us don't want it to fade
We want it to braid
Meaning we want it to grow, meaning we want it to stay
Like the governor called, and he told him to wait
Unstrap him from the chair, and put him back in his cage
The audience ain't fazed
And they ain't gon' clap, and they ain't gon' praise (Uh)
They want everything back (Back) that they've paid
'Cause they've been waiting since ten to see the lights get dim
Ha, ha, ha, ha-ha-ha",Write a verse in the style of Lupe Fiasco reflecting on the fleeting nature of fame and the desire for enduring success.
Superstar,"[Chorus: Matthew Santos]
If you are what you say you are
A superstar
Then have no fear, the crowd is here
And the lights are on
And they want a show, oh, oh, oh, oh, yeah
","Write a chorus in the style of Matthew Santos, encouraging someone to embrace their inner superstar and put on a show for the crowd."
Superstar,"[Verse 3: Lupe Fiasco]
So, chauffeur, chauffeur, come and take me away
'Cause I've been standing in this line for, like, five whole days
Me and security ain't getting along, and when I got to the front
They told me all of the tickets were gone
So just take me home where the mood is mellow
And the roses are thrown, M&M's are yellow
And the light bulbs around my mirror don't flicker
Everybody gets a nice autograph picture
One for you and one for your sister
Who had to work tonight but is an avid listener
Every song's her favorite song; and mics don't feedback
All the reviewers say, ""You need to go and see that!""
And everybody claps, 'cause everybody is pleased
And then, they all take the stage and start performing for me
Like, ""Ha, ha, ha-ha-ha""
""Ha, ha, ha-ha-ha, ha""
",Write a verse in the style of Lupe Fiasco about the challenges of fame and the need for genuine connections.
Superstar,"[Chorus: Matthew Santos & Lupe Fiasco]
If you are what you say you are
A superstar
Then have no fear, the camera's here
And the microphones
And they wanna know, oh, oh, oh, oh
If you are what you say you are
A superstar (Superstar)
Then have no fear, the crowd is here
And the lights are on
And they want a show, oh, oh, oh, oh (Yeah)","Write a chorus in the style of Lupe Fiasco and Matthew Santos, challenging the listener to prove their superstar status amidst the spotlight and scrutiny."
Superstar,"[Outro: Matthew Santos]
If you are
What you say you are
Then have no fear","Write an outro in the style of Matthew Santos, questioning if someone truly believes in themselves."
SLR 2,"[Intro: Lupe Fiasco]
For real though, like for real though
Like for real
You know what I'm sayin', I don't even
It's like, niggas must forget who the fuck
Did what the fuck
When the fuck
When niggas was still, not the fuck
Or whatever
Fine then, I say
",Write an intro in the style of Lupe Fiasco reflecting on the challenges and misconceptions that come with success.
